id,class
2998,2
2999,1
3000,1
3001,2
3002,0
3003,4
3004,3
3005,1
3006,4
3007,2
3008,4
3009,3
3010,3
3011,2
3012,3
3013,0
3014,4
3015,4
3016,3
3017,0
3018,2
3019,1
3020,1
3021,2
3022,4
3023,1
3024,0
3025,2
3026,0
3027,3
3028,1
3029,4
3030,1
3031,2
3032,0
3033,4
3034,3
3035,3
3036,0
3037,4
3038,2
3039,1
3040,2
3041,3
3042,3
3043,1
3044,0
3045,2
3046,3
3047,1
3048,0
3049,4
3050,3
3051,0
3052,1
3053,2
3054,4
3055,0
3056,2
3057,1
3058,3
3059,4
3060,0
3061,3
3062,1
3063,2
3064,4
3065,0
3066,1
3067,3
3068,2
3069,4
3070,0
3071,4
3072,2
3073,1
3074,3
3075,1
3076,4
3077,0
3078,3
3079,2
3080,2
3081,3
3082,1
3083,4
3084,0
3085,4
3086,0
3087,3
3088,2
3089,1
3090,0
3091,4
3092,3
3093,2
3094,1
3095,1
3096,3
3097,0
3098,2
3099,4
3100,0
3101,3
3102,4
3103,2
3104,1
3105,1
3106,2
3107,0
3108,3
3109,4
3110,1
3111,2
3112,0
3113,3
3114,4
3115,4
3116,0
3117,4
3118,1
3119,2
3120,0
3121,3
3122,2
3123,1
3124,4
3125,4
3126,2
3127,3
3128,2
3129,0
3130,1
3131,3
3132,4
3133,0
3134,2
3135,4
3136,1
3137,2
3138,4
3139,3
3140,4
3141,2
3142,4
3143,3
3144,1
3145,3
3146,0
3147,4
3148,1
3149,2
3150,3
3151,2
3152,0
3153,4
3154,1
3155,1
3156,2
3157,0
3158,4
3159,3
3160,2
3161,1
3162,0
3163,4
3164,3
3165,1
3166,1
3167,3
3168,0
3169,4
3170,1
3171,2
3172,0
3173,4
3174,3
3175,3
3176,0
3177,2
3178,4
3179,1
3180,0
3181,1
3182,3
3183,4
3184,2
3185,1
3186,0
3187,2
3188,4
3189,2
3190,3
3191,1
3192,2
3193,4
3194,0
3195,3
3196,1
3197,2
3198,4
3199,0
